"age","job","marital","education","default","balance","housing","loan","poutcome","y"
"30s","technician","married","secondary","no","Low","no","no","success","yes"
"60s","management","married","secondary","no","Low","no","no","success","yes"
"30s","management","single","tertiary","no","Medium","no","no","failure","no"
"50s","management","married","tertiary","no","Medium","no","no","success","yes"
"30s","blue-collar","married","secondary","no","Low","no","no","failure","yes"
"30s","services","married","secondary","no","Low","no","no","success","yes"
"10s","student","single","primary","no","Low","no","no","success","yes"
"30s","technician","single","secondary","no","Medium","no","no","failure","no"
"20s","technician","single","secondary","no","Low","no","no","success","yes"
"20s","student","single","unknown","no","Medium","no","no","unknown","yes"
"20s","self-employed","single","tertiary","no","Medium","no","no","success","yes"
"20s","admin.","single","secondary","no","Medium","no","no","success","yes"
"30s","management","single","tertiary","no","Low","no","no","success","yes"
"40s","technician","married","tertiary","no","Medium","no","no","success","no"
"20s","student","single","secondary","no","Low","no","no","success","no"
"50s","technician","divorced","secondary","no","Low","no","no","unknown","no"
"30s","technician","single","tertiary","no","Medium","yes","no","unknown","yes"
"50s","blue-collar","divorced","primary","no","Medium","no","no","success","yes"
"50s","management","married","tertiary","no","Low","yes","yes","failure","no"
"30s","unemployed","single","secondary","no","Medium","yes","no","unknown","yes"
"50s","unknown","married","secondary","no","Medium","no","no","success","yes"
"20s","self-employed","single","tertiary","no","Low","no","no","success","no"
"70s","retired","married","primary","no","Medium","no","no","success","yes"
"30s","admin.","married","secondary","no","Low","yes","no","success","yes"
"60s","retired","divorced","tertiary","no","Negative","no","no","success","yes"
"30s","management","married","tertiary","no","Medium","yes","no","success","yes"
"40s","blue-collar","married","secondary","no","Medium","yes","no","success","yes"
"20s","blue-collar","single","secondary","no","Low","no","no","success","yes"
"20s","technician","single","secondary","no","Medium","no","no","unknown","yes"
"30s","management","married","tertiary","no","High","no","no","success","yes"
"20s","management","single","tertiary","no","Negative","no","no","unknown","yes"
"60s","retired","married","secondary","no","Medium","no","no","success","yes"
"50s","blue-collar","single","secondary","no","Medium","no","no","other","yes"
"30s","technician","single","tertiary","no","Low","no","no","success","yes"
"60s","retired","married","unknown","no","Low","no","no","success","no"
"30s","student","single","unknown","no","Low","no","no","failure","no"
"50s","admin.","married","secondary","no","Low","no","no","success","yes"
"30s","management","married","tertiary","no","Low","yes","no","failure","yes"
"30s","admin.","married","tertiary","no","Low","no","no","other","yes"
"60s","retired","married","secondary","no","Medium","no","no","other","no"
"30s","admin.","married","secondary","no","Low","no","no","success","yes"
"20s","services","married","secondary","no","Low","no","no","unknown","no"
"40s","admin.","married","secondary","no","Medium","yes","no","success","yes"
"60s","retired","married","secondary","no","Medium","no","no","failure","no"
"40s","technician","divorced","secondary","no","Negative","yes","no","failure","no"
"50s","management","married","primary","no","Low","no","no","success","yes"
"50s","retired","married","primary","no","High","no","no","success","yes"
"20s","unemployed","single","primary","no","Medium","no","no","success","yes"
"70s","retired","married","tertiary","no","High","no","no","success","yes"
"40s","technician","married","tertiary","no","Medium","no","no","unknown","no"
"30s","technician","married","secondary","no","Low","yes","yes","unknown","no"
"20s","management","single","tertiary","no","Low","no","no","unknown","yes"
"40s","management","married","tertiary","no","Low","no","no","success","yes"
"40s","technician","divorced","secondary","no","Negative","no","yes","other","no"
"20s","technician","single","tertiary","no","Low","no","no","failure","no"
"50s","management","divorced","tertiary","no","Medium","no","no","other","no"
"50s","blue-collar","married","secondary","no","Low","yes","yes","other","yes"
"70s","retired","married","secondary","no","High","no","no","success","yes"
"70s","retired","divorced","tertiary","no","Medium","yes","no","unknown","no"
"20s","student","single","tertiary","no","Low","no","no","other","yes"
"50s","management","married","tertiary","no","Low","no","no","success","yes"
"40s","admin.","married","secondary","no","Medium","no","no","other","no"
"70s","retired","married","primary","no","Medium","no","no","unknown","no"
"30s","management","married","tertiary","no","Medium","no","no","success","yes"
"70s","retired","married","secondary","no","Medium","no","no","failure","no"
"30s","management","single","tertiary","no","Medium","no","no","unknown","yes"
"40s","admin.","married","secondary","no","Low","no","no","unknown","no"
"50s","admin.","married","secondary","no","Low","yes","no","unknown","yes"
"60s","retired","married","secondary","no","Medium","no","no","failure","yes"
"30s","blue-collar","married","secondary","no","Medium","no","no","failure","no"
"20s","unknown","single","tertiary","no","High","no","no","failure","no"
"80s","retired","divorced","primary","no","Low","no","no","unknown","yes"
"60s","retired","divorced","primary","no","Medium","no","no","unknown","no"
"60s","retired","married","secondary","no","Medium","no","no","success","yes"
"40s","admin.","married","tertiary","no","Low","yes","no","failure","yes"
"20s","admin.","single","secondary","no","Medium","yes","no","other","yes"
"50s","technician","married","secondary","no","Low","yes","no","success","yes"
"20s","technician","single","secondary","no","Medium","no","no","unknown","yes"
"50s","retired","married","secondary","no","Medium","no","no","failure","yes"
"60s","admin.","married","unknown","no","Medium","yes","no","failure","no"
"40s","management","single","secondary","no","High","no","no","failure","no"
"30s","technician","single","tertiary","no","Medium","no","no","unknown","yes"
"30s","management","married","tertiary","no","Medium","no","no","other","yes"
"60s","management","married","secondary","no","Medium","no","no","unknown","no"
"20s","technician","single","tertiary","no","Low","yes","no","unknown","no"
"50s","management","married","secondary","no","Negative","no","no","failure","no"
"70s","retired","married","unknown","no","Medium","no","no","unknown","yes"
"40s","blue-collar","married","secondary","no","Medium","yes","no","success","yes"
"60s","technician","married","secondary","no","Medium","no","no","unknown","yes"
"50s","management","married","tertiary","no","Medium","yes","no","failure","no"
"40s","admin.","married","secondary","no","Low","no","no","success","yes"
"40s","self-employed","married","secondary","no","Low","no","no","failure","yes"
"20s","management","single","tertiary","no","Low","yes","no","failure","no"
"50s","management","married","tertiary","no","Medium","no","no","failure","yes"
"60s","management","married","secondary","no","Low","no","no","failure","no"
"30s","blue-collar","single","secondary","no","Low","no","no","failure","no"
"30s","unemployed","single","secondary","no","Medium","no","no","other","yes"
"20s","unemployed","single","secondary","no","Medium","no","no","unknown","yes"
"20s","student","single","secondary","no","Low","no","no","success","yes"
"70s","retired","married","primary","no","Medium","no","no","failure","yes"
"20s","self-employed","single","unknown","no","Medium","no","no","failure","no"
"70s","retired","married","primary","no","Low","no","no","failure","no"
"40s","self-employed","divorced","tertiary","no","Medium","no","no","failure","no"
"50s","admin.","single","secondary","no","Low","yes","no","failure","yes"
"20s","technician","single","tertiary","no","Medium","yes","no","failure","yes"
"20s","student","single","secondary","no","Medium","no","no","other","yes"
"30s","services","single","secondary","no","Low","yes","no","success","yes"
"50s","technician","married","secondary","no","Negative","no","no","unknown","yes"
"30s","management","single","tertiary","no","Low","no","no","other","no"
"20s","student","single","secondary","no","Medium","no","no","failure","yes"
"20s","admin.","single","secondary","no","Low","yes","no","success","yes"
"20s","unemployed","single","tertiary","no","Low","no","no","unknown","yes"
"20s","student","married","secondary","no","Negative","no","no","unknown","no"
"50s","management","married","tertiary","no","Low","no","no","unknown","yes"
"50s","management","married","primary","no","Medium","no","no","failure","yes"
"30s","technician","married","secondary","no","Low","no","no","unknown","yes"
"50s","management","married","tertiary","no","Extra","yes","no","other","yes"
"30s","services","single","secondary","no","Medium","no","no","success","yes"
"30s","technician","single","secondary","no","Low","no","no","failure","yes"
"30s","management","married","tertiary","no","Low","no","no","success","no"
"30s","technician","married","secondary","no","Medium","no","no","other","yes"
"30s","management","single","tertiary","no","High","no","no","failure","no"
"20s","technician","married","secondary","no","Low","no","no","unknown","yes"
"60s","management","married","unknown","no","Medium","yes","no","success","yes"
"20s","student","single","tertiary","no","Low","no","no","unknown","no"
"20s","blue-collar","single","tertiary","no","Low","no","no","success","yes"
"30s","admin.","single","secondary","no","Low","no","no","unknown","yes"
"60s","retired","married","primary","no","Medium","no","no","success","yes"
"30s","unemployed","divorced","secondary","no","Low","yes","no","other","yes"
"40s","housemaid","married","secondary","no","Low","no","no","success","yes"
"50s","management","married","secondary","no","Low","no","no","other","no"
"20s","technician","divorced","secondary","no","Low","no","no","unknown","no"
"50s","retired","married","secondary","no","Medium","no","no","unknown","yes"
"20s","student","single","tertiary","no","Low","no","no","success","yes"
"40s","services","divorced","unknown","no","Low","no","no","failure","yes"
"20s","management","single","tertiary","no","Low","no","yes","unknown","no"
"20s","entrepreneur","single","secondary","no","Low","no","yes","unknown","no"
"20s","services","single","tertiary","no","Low","no","no","failure","yes"
"30s","management","married","tertiary","no","Medium","yes","no","unknown","no"
"30s","management","married","tertiary","no","Low","yes","no","unknown","no"
"50s","admin.","divorced","secondary","no","Low","no","no","unknown","no"
"50s","services","divorced","secondary","no","Low","no","no","other","no"
"20s","admin.","single","secondary","no","Medium","no","no","unknown","no"
"40s","technician","married","secondary","no","Medium","no","no","unknown","yes"
"60s","blue-collar","married","secondary","no","Low","no","no","unknown","yes"
"50s","unemployed","married","secondary","no","Medium","no","no","success","yes"
"20s","blue-collar","single","tertiary","no","Low","no","no","success","yes"
"30s","admin.","single","secondary","no","Low","yes","no","failure","no"
"20s","management","married","tertiary","no","High","no","no","unknown","yes"
"50s","retired","married","primary","no","Medium","no","no","failure","no"
"50s","technician","married","secondary","no","Low","no","no","failure","no"
"20s","student","single","secondary","no","Low","no","no","failure","yes"
"30s","services","single","unknown","no","Low","yes","no","unknown","yes"
"40s","housemaid","married","secondary","no","Negative","no","no","unknown","yes"
"30s","technician","married","tertiary","no","Low","no","no","other","no"
"20s","student","single","secondary","no","Medium","no","no","other","yes"
"30s","management","married","tertiary","no","Low","yes","no","unknown","no"
"20s","student","single","tertiary","no","Low","no","no","other","no"
"80s","retired","divorced","primary","no","Negative","no","no","success","no"
"30s","management","married","tertiary","no","Medium","yes","no","failure","no"
"20s","technician","single","tertiary","no","Low","no","no","unknown","yes"
"50s","unemployed","married","primary","no","Medium","no","no","unknown","no"
"20s","unemployed","single","secondary","no","Medium","no","no","unknown","no"
"40s","entrepreneur","married","tertiary","no","Low","no","no","failure","no"
"50s","admin.","married","secondary","no","High","no","no","unknown","yes"
"50s","management","divorced","unknown","no","Medium","no","no","success","no"
"20s","admin.","married","secondary","no","Negative","no","no","unknown","yes"
"30s","technician","married","secondary","no","Medium","no","no","failure","yes"
"30s","admin.","single","tertiary","no","Low","yes","no","failure","yes"
"20s","blue-collar","single","secondary","no","Negative","yes","no","success","yes"
"60s","retired","divorced","primary","no","Medium","no","no","failure","no"
"30s","unemployed","single","secondary","no","Low","no","no","unknown","no"
"20s","services","single","secondary","no","Low","no","no","success","yes"
"60s","retired","married","primary","no","Medium","no","no","success","no"
"50s","management","married","tertiary","no","Low","yes","yes","failure","no"
"20s","student","single","unknown","no","Low","no","no","unknown","no"
"40s","unemployed","married","secondary","no","Low","yes","yes","unknown","no"
"30s","management","single","tertiary","no","Low","no","no","unknown","yes"
"20s","management","single","tertiary","no","Low","yes","no","success","yes"
"20s","blue-collar","single","secondary","no","Low","no","no","unknown","no"
"30s","management","married","tertiary","no","Medium","no","no","failure","no"
"40s","management","divorced","tertiary","no","Negative","no","no","unknown","no"
"30s","self-employed","single","tertiary","no","Low","no","yes","unknown","no"
"30s","technician","single","secondary","no","Medium","no","no","unknown","no"
"20s","blue-collar","married","secondary","no","Medium","no","no","failure","no"
"40s","admin.","single","tertiary","no","Low","yes","no","success","yes"
"20s","blue-collar","single","tertiary","no","Low","no","no","success","yes"
"20s","admin.","married","secondary","no","Low","no","no","success","yes"
"30s","admin.","divorced","tertiary","no","Medium","no","no","success","yes"
"50s","management","divorced","tertiary","no","Low","no","no","success","no"
"60s","admin.","married","secondary","no","Low","no","no","unknown","yes"
"30s","technician","single","secondary","no","Low","no","yes","unknown","no"
"20s","blue-collar","single","primary","no","Low","no","no","unknown","no"
"60s","management","married","tertiary","no","High","no","no","unknown","no"
"20s","technician","single","secondary","no","Medium","no","no","success","yes"
"30s","housemaid","divorced","secondary","no","Low","no","no","success","no"
"20s","technician","single","tertiary","no","Medium","no","no","success","no"
"60s","management","married","tertiary","no","Negative","yes","yes","failure","no"
"20s","management","married","tertiary","no","Medium","no","no","unknown","no"
"30s","technician","single","tertiary","no","Low","no","no","unknown","no"
"50s","management","married","tertiary","no","Negative","no","no","unknown","yes"
"50s","admin.","married","secondary","no","Low","no","no","unknown","no"
"20s","services","single","secondary","no","Low","no","no","failure","no"
"60s","retired","married","unknown","no","Medium","no","no","unknown","no"
"30s","admin.","married","secondary","no","Negative","yes","no","success","yes"
"30s","technician","divorced","secondary","no","Medium","yes","no","failure","yes"
"30s","management","single","tertiary","no","Medium","yes","no","unknown","yes"
"20s","student","single","tertiary","no","Low","no","no","unknown","no"
"60s","retired","divorced","secondary","no","Medium","no","no","unknown","yes"
"30s","services","married","secondary","no","Medium","yes","no","success","no"
"50s","blue-collar","married","secondary","no","Low","no","no","other","no"
"30s","admin.","married","secondary","no","Low","yes","no","unknown","no"
"40s","management","divorced","tertiary","no","Medium","no","no","unknown","no"
"50s","management","married","tertiary","no","Low","no","yes","failure","no"
"60s","retired","married","primary","no","Low","no","no","unknown","yes"
"30s","management","married","tertiary","no","Low","no","no","success","yes"
"30s","services","married","secondary","no","Medium","no","no","success","yes"
"30s","management","married","tertiary","no","Low","no","no","other","yes"
"20s","management","single","tertiary","no","Low","no","no","success","yes"
"70s","retired","married","secondary","no","High","no","no","failure","yes"
"30s","blue-collar","married","secondary","no","Low","no","no","unknown","yes"
"30s","services","divorced","secondary","no","Low","no","no","unknown","no"
"80s","retired","married","tertiary","no","Medium","no","no","success","no"
"30s","management","single","tertiary","no","Low","no","no","success","yes"
"30s","services","married","secondary","no","Low","no","no","failure","yes"
"40s","admin.","married","secondary","no","Medium","no","no","unknown","no"
"20s","admin.","single","secondary","no","Low","yes","yes","unknown","no"
"40s","technician","single","tertiary","no","Low","no","no","unknown","no"
"20s","blue-collar","single","secondary","no","Low","no","no","unknown","yes"
"70s","retired","married","primary","no","Low","no","no","success","no"
"60s","retired","married","unknown","no","Medium","no","no","other","yes"
"20s","blue-collar","single","secondary","no","Low","no","no","other","yes"
"30s","management","married","tertiary","no","Low","no","no","success","yes"
"20s","student","single","unknown","no","Low","no","no","other","yes"
"50s","management","married","tertiary","no","Low","no","no","success","no"
"20s","technician","single","secondary","no","Medium","no","no","other","yes"
"20s","student","single","unknown","no","Low","no","no","unknown","yes"
"20s","admin.","single","unknown","no","Low","no","no","unknown","yes"
"50s","admin.","married","secondary","no","Low","no","no","success","yes"
"60s","admin.","married","secondary","no","Medium","no","no","unknown","yes"
"20s","unemployed","single","secondary","no","Low","no","no","unknown","no"
"70s","retired","divorced","primary","no","Low","no","no","success","yes"
"20s","services","single","tertiary","no","Low","no","no","failure","yes"
"20s","unemployed","single","tertiary","no","Medium","no","no","other","no"
"20s","admin.","married","secondary","no","Low","no","no","unknown","no"
"30s","management","married","tertiary","no","Medium","no","no","unknown","no"
"30s","management","single","tertiary","no","Low","no","no","failure","no"
"30s","management","single","tertiary","no","Medium","no","no","other","no"
"60s","retired","married","primary","no","Medium","no","no","other","yes"
"30s","self-employed","single","tertiary","no","Low","yes","no","unknown","yes"
"60s","retired","divorced","primary","no","Medium","no","no","success","yes"
"30s","admin.","married","tertiary","no","Medium","no","no","other","yes"
"20s","management","single","tertiary","no","Medium","no","no","success","yes"
"50s","retired","divorced","primary","no","Medium","yes","no","failure","no"
"30s","technician","married","secondary","no","Low","yes","no","success","no"
"40s","technician","single","tertiary","no","Medium","no","no","success","yes"
"50s","admin.","married","tertiary","no","Negative","yes","yes","success","no"
"70s","self-employed","married","unknown","no","Medium","no","no","success","no"
"20s","management","single","tertiary","no","Medium","no","no","success","no"
"60s","retired","married","secondary","no","Medium","no","no","unknown","yes"
"20s","management","single","tertiary","no","Medium","no","no","failure","yes"
"40s","technician","divorced","secondary","no","Medium","no","no","unknown","no"
"30s","student","divorced","tertiary","no","Medium","no","no","unknown","yes"
"60s","housemaid","married","primary","no","Medium","no","no","success","yes"
"20s","management","single","tertiary","no","Low","no","no","success","yes"
"30s","blue-collar","married","primary","no","Medium","yes","no","other","no"
"30s","technician","single","secondary","no","Medium","no","no","other","yes"
"20s","technician","single","secondary","no","Low","no","no","unknown","yes"
"20s","services","divorced","secondary","no","Low","yes","no","unknown","yes"
"20s","unemployed","married","secondary","no","Low","no","no","unknown","no"
"70s","retired","married","primary","no","Low","no","no","unknown","no"
"60s","retired","married","secondary","no","Extra","no","no","other","no"
"40s","technician","married","tertiary","no","Medium","no","no","unknown","yes"
"30s","management","married","tertiary","no","Medium","yes","no","failure","yes"
"30s","admin.","married","secondary","no","Medium","no","no","unknown","yes"
"40s","blue-collar","married","secondary","no","Medium","no","no","failure","yes"
"30s","technician","single","tertiary","no","Low","no","no","unknown","yes"
"50s","blue-collar","married","secondary","no","Low","no","yes","success","yes"
"50s","entrepreneur","married","tertiary","no","Medium","no","no","success","no"
"70s","retired","married","secondary","no","Extra","no","no","other","no"
"20s","blue-collar","single","secondary","no","Low","no","no","success","yes"
"50s","management","married","primary","no","High","no","no","other","no"
"20s","management","single","tertiary","no","Medium","no","no","unknown","no"
"40s","admin.","married","secondary","no","Low","yes","no","unknown","no"
"10s","student","single","secondary","no","Low","no","no","unknown","yes"
"40s","services","married","secondary","no","Negative","yes","no","other","no"
"60s","retired","married","secondary","no","Medium","no","no","failure","no"
"50s","management","divorced","tertiary","no","Medium","no","no","success","yes"
"30s","admin.","single","secondary","no","Low","yes","no","success","yes"
"50s","management","married","unknown","no","Medium","no","no","failure","no"
"30s","management","married","tertiary","no","Low","yes","no","failure","no"
"60s","retired","divorced","primary","no","Low","no","no","success","yes"
"30s","management","single","tertiary","no","Low","no","no","success","yes"
"20s","blue-collar","single","secondary","no","Low","no","no","unknown","yes"
"30s","management","single","tertiary","no","Low","no","no","success","yes"
"30s","technician","married","tertiary","no","Low","yes","no","other","no"
"50s","management","married","tertiary","no","High","no","no","unknown","yes"
"30s","student","single","unknown","no","High","no","no","failure","no"
"20s","student","single","secondary","no","Medium","no","no","failure","yes"
"40s","services","married","secondary","no","Low","no","no","success","yes"
"70s","retired","married","secondary","no","Low","no","no","unknown","no"
"30s","self-employed","single","tertiary","no","Medium","no","no","unknown","yes"
"20s","student","single","unknown","no","Medium","no","no","unknown","no"
"30s","management","married","tertiary","no","Medium","yes","no","failure","no"
"20s","technician","single","secondary","no","Low","yes","yes","unknown","no"
"20s","management","single","tertiary","no","High","no","no","failure","no"
"30s","technician","married","tertiary","no","Medium","yes","no","success","no"
"20s","student","single","unknown","no","Low","no","no","unknown","no"
"30s","technician","married","secondary","no","Low","no","no","other","no"
"50s","blue-collar","married","unknown","no","Low","no","yes","other","no"
"30s","admin.","divorced","secondary","no","Low","yes","yes","unknown","no"
"30s","admin.","single","secondary","no","Low","no","no","unknown","no"
"20s","student","single","secondary","no","Low","no","no","unknown","no"
"40s","blue-collar","married","primary","no","Low","no","no","unknown","no"
"40s","management","married","tertiary","no","Medium","yes","yes","failure","yes"
"40s","technician","divorced","tertiary","no","Medium","yes","no","failure","yes"
"20s","blue-collar","single","secondary","no","Medium","no","no","success","yes"
"50s","unemployed","married","secondary","no","Medium","no","no","failure","no"
"20s","technician","single","secondary","no","Low","no","no","other","no"
"40s","technician","married","tertiary","no","Medium","yes","yes","success","no"
"50s","technician","married","secondary","no","Low","no","no","unknown","no"
"30s","management","single","tertiary","no","Low","no","no","unknown","no"
"20s","technician","single","secondary","no","Low","no","no","unknown","yes"
"20s","student","single","secondary","no","Low","no","no","unknown","no"
"30s","technician","married","tertiary","no","Low","no","no","other","yes"
"20s","blue-collar","single","primary","no","Low","no","no","unknown","no"
"30s","management","married","tertiary","no","Low","no","no","unknown","no"
"30s","services","married","unknown","no","Low","no","no","unknown","no"
"70s","retired","married","primary","no","Negative","no","no","failure","no"
"30s","services","single","secondary","no","Low","no","no","unknown","no"
"40s","management","single","tertiary","no","Low","yes","no","success","yes"
"30s","management","single","tertiary","no","Low","no","no","other","yes"
"40s","management","single","tertiary","no","Low","no","no","other","yes"
"30s","management","married","tertiary","no","Medium","yes","no","other","no"
"50s","housemaid","divorced","primary","no","Low","no","no","other","yes"
"30s","technician","single","tertiary","no","Low","no","no","success","yes"
"40s","admin.","single","secondary","no","Low","no","no","unknown","yes"
"20s","management","single","tertiary","no","Low","no","no","success","yes"
"30s","services","single","secondary","no","Low","yes","no","failure","no"
"60s","retired","divorced","primary","no","Low","no","no","unknown","yes"
"30s","student","single","tertiary","no","Medium","no","no","unknown","no"
"20s","student","single","secondary","no","Extra","no","no","unknown","no"
"40s","management","married","unknown","no","Medium","no","no","success","yes"
"50s","unknown","married","primary","no","Medium","no","no","unknown","no"
"60s","retired","married","primary","no","Medium","no","no","other","yes"
"20s","housemaid","single","secondary","no","Medium","no","no","unknown","yes"
"50s","retired","married","secondary","no","Low","no","no","failure","yes"
"30s","blue-collar","single","secondary","no","Low","yes","no","unknown","yes"
"50s","retired","married","secondary","no","Medium","no","no","failure","no"
"50s","blue-collar","married","primary","no","Medium","no","no","success","yes"
"40s","admin.","married","secondary","no","Medium","yes","no","failure","yes"
"40s","admin.","married","secondary","no","Negative","no","yes","failure","no"
"20s","services","single","secondary","no","Low","no","no","success","yes"
"20s","student","single","secondary","no","Low","no","no","success","no"
"30s","management","married","tertiary","no","Medium","no","no","success","no"
"30s","unemployed","married","secondary","no","Low","no","no","success","yes"
"30s","management","single","tertiary","no","Low","yes","no","success","yes"
"20s","student","single","secondary","no","Low","no","no","other","no"
"30s","management","single","tertiary","no","Medium","no","no","unknown","yes"
"40s","technician","married","tertiary","no","Medium","yes","no","unknown","no"
"40s","technician","married","tertiary","no","High","no","no","other","no"
"30s","technician","divorced","tertiary","no","Medium","no","no","unknown","yes"
"40s","blue-collar","single","secondary","no","Low","yes","no","failure","no"
"20s","student","single","secondary","no","Medium","no","no","unknown","no"
"30s","management","single","tertiary","no","Medium","yes","no","other","no"
"30s","student","single","tertiary","no","Low","no","no","failure","yes"
"30s","technician","single","secondary","no","Low","no","no","unknown","no"
"40s","admin.","single","secondary","no","Medium","yes","no","failure","yes"
"10s","student","single","secondary","no","Low","no","no","other","no"
"40s","admin.","single","secondary","no","Low","yes","no","success","yes"
"40s","housemaid","married","primary","no","Low","no","no","unknown","no"
"70s","retired","married","tertiary","no","Medium","no","no","unknown","no"
"40s","management","single","tertiary","no","Negative","no","no","failure","yes"
"30s","technician","single","tertiary","no","Medium","no","no","unknown","yes"
"30s","technician","married","secondary","no","Medium","yes","no","other","no"
"20s","student","single","secondary","no","Medium","no","no","success","yes"
"70s","retired","divorced","primary","no","Extra","no","no","other","yes"
"70s","retired","single","tertiary","no","Medium","no","no","failure","no"
"30s","blue-collar","married","primary","no","Low","yes","no","failure","no"
"20s","services","single","secondary","no","Negative","no","no","failure","no"
"50s","management","divorced","tertiary","no","Low","no","no","unknown","no"
"40s","technician","married","secondary","no","Medium","no","no","failure","no"
"30s","management","single","tertiary","no","Extra","no","no","success","yes"
"60s","retired","married","secondary","no","Medium","no","no","success","yes"
"10s","student","single","secondary","no","Low","no","no","failure","no"
"30s","blue-collar","married","secondary","no","Low","yes","no","unknown","no"
"20s","self-employed","single","tertiary","no","Low","no","no","success","no"
"50s","services","divorced","secondary","no","Low","yes","yes","success","yes"
"30s","self-employed","single","tertiary","no","Negative","yes","no","success","no"
"20s","student","single","secondary","no","Low","no","no","unknown","yes"
"30s","blue-collar","married","secondary","no","Low","no","no","success","no"
"30s","services","single","secondary","no","Medium","no","no","unknown","yes"
"60s","retired","married","tertiary","no","Medium","no","no","success","no"
"40s","technician","divorced","unknown","no","Medium","no","no","success","yes"
"30s","self-employed","single","tertiary","no","Medium","yes","no","unknown","no"
"20s","blue-collar","single","secondary","no","Low","no","yes","unknown","yes"
"30s","student","single","secondary","no","Medium","no","no","unknown","yes"
"40s","management","married","secondary","no","Medium","no","no","failure","no"
"30s","management","divorced","tertiary","no","Low","no","no","success","yes"
"50s","blue-collar","married","primary","no","Medium","no","no","unknown","no"
"30s","self-employed","single","tertiary","no","Low","no","no","unknown","no"
"20s","technician","single","secondary","no","Low","no","no","unknown","no"
"30s","student","single","secondary","no","Low","no","yes","failure","no"
"20s","services","single","secondary","no","Low","no","no","unknown","yes"
"30s","blue-collar","single","secondary","no","Medium","no","no","unknown","no"
"20s","technician","single","tertiary","no","Negative","yes","no","success","yes"
"60s","retired","divorced","secondary","no","Low","no","no","unknown","no"
"20s","admin.","single","tertiary","no","Low","yes","no","unknown","yes"
"30s","management","single","tertiary","no","Low","no","no","failure","yes"
"20s","management","single","unknown","no","Low","no","no","success","no"
"40s","technician","married","tertiary","no","Negative","no","yes","failure","no"
"40s","management","divorced","tertiary","no","Low","no","no","unknown","yes"
"20s","management","married","tertiary","no","Low","yes","no","unknown","no"
"50s","technician","married","secondary","no","Low","no","no","success","yes"
"30s","blue-collar","single","secondary","no","Low","no","no","unknown","no"
"30s","technician","married","secondary","no","Low","yes","no","failure","yes"
"50s","management","divorced","primary","no","Medium","no","no","unknown","no"
"40s","technician","married","secondary","no","Low","yes","yes","failure","no"
"40s","management","single","tertiary","no","Low","no","no","success","yes"
"50s","services","married","secondary","no","Low","no","no","failure","yes"
"20s","management","single","tertiary","no","Medium","no","no","success","yes"
"70s","retired","divorced","unknown","no","Low","no","no","unknown","yes"
"40s","management","married","tertiary","no","Low","no","no","failure","no"
"40s","management","single","tertiary","no","High","no","no","failure","yes"
"60s","retired","married","primary","no","Medium","no","no","success","yes"
"20s","management","single","tertiary","yes","Medium","yes","no","failure","yes"
"60s","retired","divorced","secondary","no","Medium","no","no","failure","no"
"30s","self-employed","married","tertiary","no","Medium","no","no","other","yes"
"70s","retired","married","secondary","no","Low","no","no","success","yes"
"20s","management","single","tertiary","no","Low","no","no","failure","yes"
"20s","admin.","single","secondary","no","Medium","no","no","failure","no"
"20s","student","single","secondary","no","Medium","no","no","unknown","yes"
"30s","services","single","secondary","no","Low","no","no","unknown","yes"
"30s","management","married","tertiary","no","Medium","no","no","unknown","no"
"60s","retired","married","secondary","no","Medium","no","no","unknown","yes"
"70s","retired","divorced","unknown","no","Medium","no","no","failure","no"
"10s","student","single","secondary","no","Low","no","no","unknown","yes"
"50s","management","married","secondary","no","Low","no","no","failure","no"
"20s","admin.","single","secondary","no","Low","no","no","unknown","no"
"30s","blue-collar","single","unknown","no","Low","no","no","failure","yes"
"30s","admin.","married","secondary","no","Medium","yes","no","success","yes"
"30s","technician","single","unknown","no","Low","no","no","unknown","yes"
"30s","technician","single","secondary","no","Low","no","no","other","no"
"40s","self-employed","married","tertiary","no","Medium","no","no","failure","no"
"20s","management","single","secondary","no","Low","no","no","other","no"
"20s","student","single","secondary","no","Medium","no","no","other","no"
"40s","unknown","married","unknown","no","Low","no","no","failure","yes"
"20s","student","divorced","unknown","no","Low","no","no","unknown","no"
"20s","student","married","unknown","no","Medium","no","no","other","no"
"20s","technician","single","secondary","no","Low","no","no","unknown","yes"
"50s","admin.","single","secondary","no","Low","no","no","unknown","yes"
"30s","admin.","married","secondary","no","Low","no","no","unknown","no"
"30s","admin.","single","tertiary","no","Low","no","no","unknown","no"
"70s","retired","married","primary","no","High","no","no","failure","no"
"20s","unemployed","single","tertiary","no","Low","no","no","success","no"
"30s","self-employed","married","tertiary","no","Medium","no","no","other","yes"
"40s","entrepreneur","divorced","tertiary","no","Low","no","no","failure","no"
"20s","management","single","secondary","no","Low","no","no","success","no"
"60s","retired","divorced","unknown","no","Low","no","no","unknown","yes"
"40s","admin.","single","secondary","no","Low","no","no","failure","yes"
"20s","management","single","tertiary","no","Low","no","no","unknown","no"
"10s","student","single","primary","no","Low","no","no","other","no"
"20s","self-employed","single","tertiary","no","Low","no","no","unknown","yes"
"20s","services","single","secondary","no","Low","no","no","failure","no"
"50s","retired","married","secondary","no","Medium","no","no","success","yes"
"70s","retired","divorced","tertiary","no","Low","no","no","unknown","no"
"30s","management","married","tertiary","no","Low","no","no","failure","yes"
"30s","management","single","tertiary","no","Medium","yes","no","failure","yes"
